"id_pessoa";"idade_pessoa";"salario_pessoa";"propriedade_pessoa";"tempo_trabalho";"id_emprestimo";"motivo_emprestimo";"nivel_emprestimo";"total_emprestimo";"taxa_juros";"possibilidade_inadimplencia";"renda_percentual";"id_historico";"inadimplencia_historico";"tempo_ultimo_credito"
"0zISkUNa-C2xS";37;96996;"Hipotecada";21.0;"ruzjbt3M-LolC";"Pessoal";"A";13000;0.0;0;0.13;"jLkwyOvr-0hqL";"nao";13
"WWRpF9Rv-00lp";32;27000;"Alugada";2.0;"Ph9HsFOJ-qJSX";"Medico";"C";6000;12.73;0;0.22;"TzBJioal-umfG";"nao";10
"oQxX6SIB-tZOv";24;35000;"Propria";1.0;"gQuSd4UA-7sM0";"Empreendimento";"E";3500;16.0;0;0.1;"O1Yn8Jxs-1uFk";"nao";3
"KoomKvfF-X54S";53;70000;"Alugada";6.0;"IMDDSlpA-skMT";"Pessoal";"D";24000;16.77;1;0.34;"nL5meUpG-qOF1";"nao";20
"YOjc1oSX-TZul";22;60000;"Propria";0.0;"FeJcC1Mn-SNZ4";"Empreendimento";"A";13250;7.9;0;0.22;"R7PvjuNH-1cuw";"nao";3
"H44F31ap-IJ85";32;49000;"Alugada";2.0;"xHcsaRmw-AhhN";"Melhora do lar";"B";12000;11.11;1;0.24;"019OCLFU-xKsN";"nao";9
"BrZdarX8-dz9k";26;30000;"Propria";0.0;"QJgsobrS-DkhQ";"Melhora do lar";"C";15000;13.22;0;0.5;"w5NocSRf-58N6";"sim";2
"sZUNuwZW-0rkW";31;128000;"Alugada";2.0;"kHXHd7uP-qx8p";"Empreendimento";"D";30000;16.29;1;0.23;"G1adHNwa-W5rb";"nao";10
"i2OBll7k-96mD";24;64000;"Hipotecada";8.0;"ddizAtq2-sJeq";"Empreendimento";"B";8000;0.0;0;0.13;"s2thaz3z-fJF0";"nao";3
"7d0rvzUL-bQ6p";25;30000;"Alugada";4.0;"GuYQBRLK-Eaea";"Educativo";"C";4000;13.49;0;0.13;"Jpdzy6n1-GLcu";"sim";4
"P5jQS3ln-npU2";22;47000;"Alugada";0.0;"6Auq6hfJ-deU7";"Educativo";"B";8000;12.18;0;0.17;"iPXwHl0T-ilOd";"nao";4
"8p7Z00Aq-9lIJ";26;32400;"Alugada";9.0;"5F4yQ13k-1T8y";"Outro";"C";4212;7.88;0;0.13;"nAceanZt-20zE";"nao";5
"QctDNSA1-2IuG";32;32004;"Alugada";1.0;"F27KPczE-AYGR";"Pagamento de debitos";"D";3400;0.0;1;0.11;"anfmfUtW-z2bA";"nao";7
"CMqDp8QM-mbBL";29;55000;"Hipotecada";5.0;"ZEzS5tWs-3bW7";"Pagamento de debitos";"A";12000;7.49;0;0.22;"MhkIeobT-nnqt";"nao";8
"DH8hxK2t-5NRe";34;70596;"Hipotecada";18.0;"HhCn6iSF-2DhG";"Pagamento de debitos";"B";10000;11.26;0;0.14;"xXsEE7HY-OCWB";"nao";9
"ikOy3RuL-Mbc1";34;43000;"Hipotecada";9.0;"65aXquwi-h4mk";"Pagamento de debitos";"A";11000;7.88;0;0.26;"2gwWqP65-jMkD";"nao";10
"Lo9hbmzq-QiTt";28;108000;"Alugada";2.0;"ECHWWJy5-HbrP";"Pessoal";"D";20000;15.31;1;0.19;"TJEDr2EU-FR1b";"nao";7
"Q19iClYB-C7Gk";30;75000;"Alugada";2.0;"ZzDAzCgJ-W9KE";"Melhora do lar";"A";10000;7.29;0;0.13;"Yhd2IKQM-zWb7";"nao";9
"9IQExG3p-xkH0";23;21000;"Alugada";3.0;"D59dJDYs-1cyc";"Medico";"C";10000;13.16;1;0.48;"68YSOssd-RbGc";"sim";4
"OCYPNUiI-Z9UL";23;60000;"Hipotecada";5.0;"xKwpw6gj-fkWX";"Pagamento de debitos";"B";10000;11.71;0;0.17;"nbyXX48T-Gg3Z";"nao";4
"bloNYJIs-HJOE";23;44248;"Alugada";0.0;"ty4kTk7o-n24k";"Educativo";"A";13200;0.0;0;0.3;"4xHHgGJj-suvw";"nao";2
"ybAe1BPU-Ti5a";28;67386;"Hipotecada";11.0;"n8CiEfn1-5tQo";"Melhora do lar";"A";1500;6.91;0;0.02;"UXQfaOiC-999C";"nao";6
"aKHpEezo-AOrP";27;65000;"Hipotecada";0.0;"NthYlOvg-rITj";"Pagamento de debitos";"A";10250;8.59;0;0.16;"tsekv7yt-E6sb";"nao";5
"ny5SggNy-JpoO";37;79600;"Alugada";5.0;"8rf7QUTC-r1jt";"Educativo";"A";5500;7.88;0;0.07;"Ayjf149d-j0u7";"nao";11
"L6T3uZ1y-yRJm";27;44196;"Alugada";2.0;"EjPU4EeC-L8fj";"Pagamento de debitos";"C";5500;13.8;0;0.12;"teIdFbgd-7O32";"nao";10
"ExvcksXQ-KF5D";28;75000;"Alugada";12.0;"OOS7G3I3-Tet5";"Medico";"B";2500;11.99;0;0.03;"m4nj92EE-W07y";"nao";9
"Yai6AE6G-sIyD";27;84000;"Hipotecada";5.0;"qebMkG6d-jHma";"Pessoal";"C";20000;12.29;1;0.24;"mWCJE0Og-Gk2R";"sim";8
"x4XLpgRa-Q13N";33;24000;"Alugada";2.0;"w4WyYe0S-BILN";"Medico";"A";3000;6.62;0;0.13;"ijSXLfik-4YQ9";"nao";9
"e1mAxnlm-Kh15";39;52273;"Alugada";3.0;"JzgHgpiS-PQIa";"Educativo";"B";5000;0.0;0;0.1;"Ou3qRkG9-CygL";"nao";17
"67pCeYuo-XqTC";23;86500;"Hipotecada";7.0;"JUgFhDEF-bD4m";"Pessoal";"A";10000;12.61;1;0.115606936;"MDCT3yXw-02be";"";2
"3xTRq2GZ-nAOA";30;120000;"Hipotecada";12.0;"25aGsTmu-yZbp";"Educativo";"A";6000;5.42;0;0.05;"draKrf4U-tPMM";"nao";9
"1eYU16nd-5bHu";34;84000;"Hipotecada";15.0;"gCfvSXt6-j9pU";"Medico";"B";9250;11.36;0;0.11;"S0M5eONJ-sT0A";"nao";7
"XOHnBD4X-pU8q";28;42000;"Hipotecada";6.0;"EA31M78b-a9It";"Educativo";"B";5000;10.37;0;0.12;"XUiDGM0e-qZFR";"nao";5
"WhzvJlsM-jtLq";33;97200;"Hipotecada";4.0;"sCqjxdNn-kSqr";"Pagamento de debitos";"B";4000;0.0;0;0.04;"xTx28Ka1-c88r";"nao";10
"yTWQ7qQI-bDPF";24;80000;"Hipotecada";8.0;"9rupl35f-FU2J";"Empreendimento";"C";12000;13.99;0;0.15;"yvS4irel-5JmR";"sim";3
"7Z4U0aqS-xZ71";26;42000;"Alugada";0.0;"MwdlDWr8-g6GI";"Medico";"B";8500;11.14;0;0.2;"pWGQr8vu-PWMe";"nao";4
"1c7sSZL6-xbj3";24;53295;"Alugada";3.0;"mdziqhUi-R65J";"Medico";"D";19600;16.07;1;0.31;"3HXxBoT3-Zp2v";"nao";3
"Owb2vspn-Sk6G";37;84000;"Hipotecada";0.0;"cgLWDG2e-HjuW";"Empreendimento";"C";9950;12.99;1;0.32;"cZ3czIRn-CSQM";"";8
"bvep60k0-ZH8F";30;24000;"Propria";0.0;"luolAnnF-Tg6H";"Medico";"A";7500;7.88;0;0.31;"uBqajS9E-MWyH";"nao";9
"lRT0Ql8D-XdCy";23;55000;"Hipotecada";3.0;"DCjjMCEe-6If3";"Pessoal";"A";7500;7.51;0;0.14;"u5Ad74GF-k3cE";"nao";2
"R6uhnlN3-47XG";37;100000;"Hipotecada";0.0;"AIlWypZr-hf4q";"Empreendimento";"C";9600;13.22;0;0.1;"XDz3gBzN-PIit";"sim";17
"YlB25Zvg-lK8g";26;87000;"Hipotecada";0.0;"gIyL6yKM-3A5h";"Pagamento de debitos";"B";15000;10.62;0;0.17;"jHBek0L6-zit6";"nao";2
"oguCNkqR-uCuK";25;150000;"Hipotecada";9.0;"ZUwZNOgc-84w7";"Medico";"B";12500;11.58;0;0.08;"qpxbNQuG-THaT";"nao";4
"7qnNGLgl-Bn4y";23;38000;"Alugada";7.0;"csKCIWgP-XWW3";"Empreendimento";"A";10000;7.51;0;0.26;"qwkyWN7h-HCzh";"nao";4
"YeTE6Jft-AN3C";24;64151;"Alugada";0.0;"FH8Ic3yD-Bxzf";"Educativo";"B";5000;11.86;0;0.08;"zDct77rC-Rdeu";"nao";4
"UstizAbt-CCkm";26;22000;"Propria";6.0;"HPx4WfTF-Kfq7";"Empreendimento";"B";7500;10.96;0;0.34;"QD5zdCaZ-vEx2";"nao";2
"utTUHDIr-pA39";33;30000;"Hipotecada";1.0;"jNdFgy7L-Lrys";"Pagamento de debitos";"C";4000;0.0;0;0.13;"LQz1cGRy-9GfS";"sim";7
"qMAwCmh8-XC9v";22;69383;"Hipotecada";6.0;"oua0jE1z-CRH1";"Pessoal";"C";8500;0.0;0;0.12;"KF2OTT7R-uZDv";"sim";3
"RX5TWDzf-MtdO";26;118000;"Hipotecada";4.0;"q8KyqMZB-SlYQ";"Pagamento de debitos";"A";25000;7.9;0;0.21;"o1RMBB9H-Mv8S";"nao";2
"GGj3MplN-oeJs";22;18000;"Propria";0.0;"x1HXn5W8-9TCT";"Empreendimento";"B";2000;11.49;0;0.11;"UOD85ZyZ-tWzU";"nao";3
"OQyhPJ4v-CSqJ";22;68000;"Hipotecada";6.0;"eFqp0hAd-IJJc";"Pessoal";"A";10000;7.49;0;0.15;"tWSa55rx-5O94";"nao";2
"AilxY3Jy-1JNR";26;30000;"Alugada";1.0;"1Msi8Cfg-l61E";"Medico";"B";8000;10.0;0;0.27;"wFnjkODt-BwYS";"nao";3
"hd2HHxgi-LzWT";32;24000;"Alugada";0.0;"M14sETiR-5JLF";"Pagamento de debitos";"B";1680;6.03;0;0.07;"TyNZpEpP-eIPn";"nao";12
"FrjnZ6gu-aCa4";29;38000;"Alugada";0.0;"N10XL5Jt-dttl";"Medico";"B";5000;11.36;0;0.13;"nNc8LCJN-8WiR";"nao";5
"vqMYTWs7-pbfL";22;41600;"Hipotecada";0.0;"2EEbllIj-GKxk";"Pagamento de debitos";"B";6800;10.59;0;0.16;"uikrfmvQ-6n5z";"nao";3
"ud3Tu7fJ-pMR3";33;138000;"Hipotecada";18.0;"pcPBmkSS-Uk4T";"Melhora do lar";"G";25000;21.27;1;0.18;"lFq4GeZ7-SYjn";"sim";10
"mDuXbFnF-KtLv";27;93000;"Alugada";1.0;"aj9OeXQJ-y7Mp";"Medico";"A";8000;0.0;0;0.09;"Xk7S14NK-XhFu";"nao";7
"XmrDJxmA-LMvv";42;40000;"Alugada";0.0;"Kyx4rJvg-XeHh";"Pagamento de debitos";"B";7200;10.75;0;0.18;"ruYDS9iG-o66f";"nao";17
"0l3jOOTe-4dx8";23;13200;"Alugada";0.0;"gHrgnuOt-BNKe";"Pagamento de debitos";"C";3000;0.0;1;0.23;"XLzdAny6-Mux5";"nao";3
"KkrBdaWx-PDF4";24;27360;"Hipotecada";5.0;"mCA16ok7-yGPp";"Pessoal";"A";8000;7.29;0;0.29;"54djOrpF-4uYn";"nao";3
"dOpaOtKW-0JEG";25;89000;"Hipotecada";9.0;"SJCHbeJL-s1DY";"Medico";"A";14000;7.49;0;0.16;"k2oifQKh-AxNS";"nao";2
"dv737ikP-W0ER";22;36000;"Alugada";4.0;"W8KeZ1Ht-9p4F";"Educativo";"B";6000;10.36;0;0.17;"fHUCvEid-NKSn";"nao";3
"li60w7Bx-huiJ";23;105000;"Hipotecada";7.0;"TqQo8hAk-z6db";"Empreendimento";"B";12000;11.36;0;0.11;"JGaDXasg-X5JR";"nao";2
"zhEG4cUy-hfBN";23;60000;"Hipotecada";7.0;"qPPXgicE-Jg0Z";"Educativo";"A";15000;7.9;0;0.25;"YtNb8hb1-pDlp";"nao";3
"PuZbrQXR-f5T2";44;36000;"Hipotecada";6.0;"njlnnK70-jck4";"Educativo";"A";1000;7.51;0;0.03;"lgzZflyq-7Roy";"nao";14
"vjBHQWwa-A8IT";23;38400;"Alugada";7.0;"kJ2y4FYA-q0TK";"Educativo";"A";15000;6.17;1;0.39;"nwQJKhta-j5i7";"nao";2
"bPYqq3iQ-QSdZ";23;54000;"Propria";4.0;"GIseBQ1q-qxFs";"Pagamento de debitos";"D";4000;9.63;0;0.074074074;"5xHcGGAj-Kp9m";"nao";4
"tSeLa63F-LUvs";32;114000;"Alugada";17.0;"ZYqEhjxG-B9lL";"Melhora do lar";"B";6000;10.37;0;0.05;"Zwla5WYJ-n6g3";"nao";5
"1jgsPcmz-AtYM";43;60000;"Hipotecada";27.0;"mvDYQ8Db-JIKP";"Melhora do lar";"B";10000;9.88;0;0.17;"6K2OhjWw-DBYE";"nao";16
"f02Gy65l-QrnF";27;62000;"Alugada";4.0;"3tfWXEZ8-98s5";"Educativo";"C";7500;13.04;0;0.12;"vN6yREcn-PC1p";"sim";6
"x0Z6Du9v-mact";27;126000;"Hipotecada";11.0;"wsep5FwH-yNDm";"Pessoal";"A";5500;7.51;0;0.04;"zCaGAqpw-sXAk";"nao";9
"dnkBQYTC-x5ve";24;12000;"Propria";4.0;"KMLx2Xbq-8Mv5";"Empreendimento";"B";2500;12.69;1;0.21;"KiKXG8pP-nZax";"nao";3
"mA9mYzcd-hGJK";29;50700;"Alugada";5.0;"GapuXyGA-s5zT";"Melhora do lar";"B";12000;12.42;0;0.24;"klJJeW5g-OO0A";"nao";6
"0QRFMn2h-q1pB";26;80004;"Hipotecada";7.0;"G9XWnAnd-DE8w";"Pagamento de debitos";"C";7500;15.23;1;0.09;"6OqofsWh-KFg6";"sim";2
"H4f9l7vS-OAfM";27;45468;"Alugada";2.0;"PWlRZDDZ-2oBr";"Empreendimento";"C";4000;13.99;0;0.09;"JyrYkPcI-ZZxt";"sim";5
"G9nvJjU2-jif2";25;55000;"Hipotecada";2.0;"RW27ASK6-b2Rd";"Educativo";"E";14000;15.68;0;0.25;"Y5WYPQbG-qi3E";"sim";4
"RGuPKXj0-FO3I";29;74000;"Alugada";13.0;"PMfZ5KWy-1YLu";"Melhora do lar";"B";11500;11.71;0;0.16;"oUkCoJHX-tP2G";"nao";10
"6CAkaOtT-FlLe";25;38000;"Alugada";9.0;"ykDz5OWa-e5CU";"Pessoal";"E";15000;16.45;1;0.39;"BxwOdxv2-yLTm";"sim";3
"rdoPYJYa-K8XH";22;50000;"Hipotecada";7.0;"F3yO991F-NQSA";"Outro";"A";10000;13.06;0;0.09;"9nYCulf0-4qZu";"nao";3
"zPLhr8r1-KdUD";22;185000;"Alugada";4.0;"0rOdxLUm-froZ";"Medico";"B";25000;11.36;0;0.14;"QznLnbf8-cY50";"nao";2
"0B51115i-H5g0";23;70000;"Alugada";1.0;"NQ7iL2r6-ANw7";"Empreendimento";"A";3500;5.42;0;0.05;"LYxsSWHW-P7Fv";"nao";2
"LB6c2Dnc-3gpe";23;42000;"Alugada";7.0;"fJrHi7ff-OttX";"Empreendimento";"A";9000;8.49;0;0.21;"7jUfKdgA-gd5A";"nao";4
"vkWSYegZ-BgtF";21;35324;"Alugada";4.0;"4opi7XED-KkuI";"Educativo";"B";6000;0.0;0;0.17;"0EWduANA-wXrn";"nao";4
"6WwfrARC-fmHv";21;24996;"Alugada";3.0;"wgLg7p2i-aNLH";"Educativo";"B";6000;11.83;0;0.24;"ky35czUF-PvkX";"nao";3
"T3rP7e5H-ikvs";38;70000;"Hipotecada";16.0;"jyM7rzbP-wJlJ";"Educativo";"A";17000;6.03;0;0.24;"LLL8RJ3E-Okq3";"nao";13
"ML0mxO0v-krEA";22;115000;"Alugada";4.0;"sNC5gk4G-bqfC";"Medico";"A";4800;7.88;0;0.04;"gaGaX1u5-XyCL";"nao";2
"Nv0xziWs-a5XS";29;85000;"Hipotecada";14.0;"4QXs4yal-P90U";"Empreendimento";"B";7500;11.49;0;0.09;"mMoDtwjJ-TSUj";"nao";10
"MMXuYtls-2uc7";25;63000;"Alugada";1.0;"6B8J5g3O-H0dY";"Pagamento de debitos";"C";12000;14.26;0;0.19;"SZ35unrs-lLkL";"nao";3
"iG4ihOnr-Jh5h";29;59000;"Hipotecada";5.0;"G4EwKeQ6-SR3X";"Empreendimento";"D";8000;16.77;1;0.14;"7q0hlgHn-R2fY";"sim";8
"lNa2MoaH-IXTq";28;52260;"Hipotecada";4.0;"zSJkxzg5-RGk5";"Educativo";"A";9000;7.51;0;0.17;"jmajDxlX-asgG";"nao";7
"hTN1yCyF-ZJmv";26;35000;"Alugada";5.0;"BXbE3hRe-JjsC";"Empreendimento";"B";7000;10.99;0;0.2;"w3bs8yvz-EoO0";"nao";4
"Dk52kx0D-dIEr";23;40000;"Propria";0.0;"UASWRucr-4p6y";"Empreendimento";"A";6400;8.32;0;0.16;"9mNq8E9Z-acGJ";"nao";3
"zuKGr2mu-7dY9";21;47500;"Alugada";2.0;"yympd2YI-iwPA";"Pagamento de debitos";"B";7500;10.99;0;0.16;"lID73Pps-xtR3";"nao";2
"E7WTNk0W-04HR";29;62200;"Alugada";3.0;"GY9OH9vS-H3Ff";"Pessoal";"E";12000;19.03;0;0.19;"4urJCIcw-A6PC";"nao";6
"ERcSoswz-JjZt";26;120000;"Hipotecada";3.0;"NH6H5Z7Y-cRaz";"Pessoal";"A";4600;6.39;0;0.04;"FOvSs1TH-K4gH";"nao";2
"jQNL6dLP-494U";33;74400;"Alugada";15.0;"5Eyrg7RE-JrCI";"Pagamento de debitos";"C";3600;15.27;0;0.05;"Al1sqx2R-cB6w";"nao";9
"hDDrNhMc-n2x6";29;76000;"Propria";13.0;"IQMeWcq6-sh1Y";"Medico";"D";28000;16.77;0;0.37;"f01miFc8-5W4S";"nao";10
"mGAGsMO5-1UoJ";25;137000;"Alugada";9.0;"ubjRnxIi-aL0c";"Pessoal";"E";34800;16.77;0;0.25;"cEe8efCo-kOtI";"sim";2
"jmBjzcHm-YNpu";27;45000;"Alugada";1.0;"G3PYDOIu-nyb9";"Educativo";"A";7000;7.49;0;0.16;"TwYfz2QR-8c3f";"nao";9
"67cTnX93-xghL";28;300000;"Hipotecada";12.0;"uzJ92nLi-S0Ih";"Educativo";"C";10125;15.23;0;0.03;"9ZJ1cIiI-ssQ5";"nao";6
"yYAv4jEX-80ZK";30;40750;"Alugada";2.0;"IuUksGUR-Sivr";"Pagamento de debitos";"D";3000;15.28;1;0.07;"OYkHJ5pX-Ibkn";"nao";10
"eW1Z5hY9-Ek26";23;105600;"Hipotecada";7.0;"oaYS3C40-wiz8";"Pagamento de debitos";"A";15000;7.51;0;0.14;"mDiGMP5x-MZve";"nao";3
"H4QZxDc3-t5Q4";23;39600;"Hipotecada";7.0;"bIq2MK9W-1ymT";"Medico";"A";6000;7.88;0;0.15;"0dT4iqWs-HYIJ";"nao";3
"9ovty8a1-pazi";22;81000;"Hipotecada";5.0;"YB0zxnvH-wRhY";"Educativo";"A";6600;7.88;0;0.08;"G26XiynG-u3OR";"nao";4
"GeaPkbEy-tUE9";23;113000;"Alugada";8.0;"jlaApZXF-6OWx";"Pagamento de debitos";"D";35000;18.25;1;0.31;"7vC1LTqw-1sbv";"nao";4
"gAnCMWDf-Ptys";37;45000;"Alugada";6.0;"ivOzhl5g-uNr2";"Pessoal";"B";14000;11.36;1;0.31;"fr8BhIOP-lMoO";"nao";16
"yU0IDuYp-U3sE";27;56004;"Hipotecada";5.0;"PAeoskub-Y6wC";"Melhora do lar";"A";5000;7.74;0;0.09;"uDmTba8U-shL4";"nao";7
"MD7YPX6T-BoSP";27;68000;"Alugada";10.0;"mOUfc4GJ-ULCn";"Pagamento de debitos";"A";16500;7.88;0;0.24;"OJxYwCsa-lgAB";"nao";7
"TGC1jeO8-koc3";22;38004;"Alugada";2.0;"EOt0dwUm-xNZU";"Pagamento de debitos";"B";8000;11.36;0;0.21;"xBRThjcI-AGhr";"nao";3
"RPf8BfmI-x98h";24;25000;"Alugada";3.0;"JfhEo72u-fSAk";"Educativo";"D";3250;13.67;0;0.13;"qyIPu07S-67xF";"nao";4
"tB44g96j-4NfD";28;115000;"Hipotecada";3.0;"pSWpCDyo-qcxO";"Melhora do lar";"A";25000;7.49;0;0.22;"3Oz8mB3F-9BTX";"nao";6
"OYWclkxR-6oOr";22;55500;"Hipotecada";6.0;"L0fvJQA3-x0Ea";"Medico";"A";3000;7.37;0;0.05;"ZMbjwswl-bqIw";"nao";2
"ByuDG1Xk-R6wA";28;55000;"Hipotecada";4.0;"9q0ONB69-0KCI";"Empreendimento";"B";10650;11.58;0;0.19;"oXGmwdYg-DHue";"nao";8
"Kh7SgbHH-1Oe1";24;23196;"Alugada";1.0;"W98g96QP-gzNm";"Outro";"D";20000;0.0;0;0.1;"QlnXOCve-Jx6c";"";10
"J8oFrKsA-juBP";40;54000;"Alugada";7.0;"evWfZyPl-nA32";"Pessoal";"B";12000;10.62;0;0.22;"elD2vqvN-hMFN";"nao";17
"PSQzCMuZ-Ay2M";21;14000;"Alugada";0.0;"i4Rxj8lX-eeqm";"Medico";"A";2000;0.0;0;0.14;"W8EKi1F2-Ek6F";"nao";4
"XGk7wOmp-yT7z";29;117500;"Propria";1.0;"yhGggLgw-yh0a";"Empreendimento";"A";20000;6.17;0;0.17;"xYg8mbEp-Rb3o";"nao";9
"S7K4ev4d-jq4I";23;25000;"Alugada";0.0;"pW47MMQL-qE6R";"Educativo";"C";7200;12.68;0;0.29;"AEDnFlYX-Hev5";"nao";4
"zO8nE3ur-YkuK";32;130000;"Hipotecada";0.0;"09WYXk52-QEaR";"Educativo";"A";12000;8.59;0;0.09;"J6EAz3I8-zpyn";"nao";5
"priGJLYJ-sMGn";23;96000;"Hipotecada";4.0;"2ba4msFl-Ka9z";"Educativo";"B";20000;10.99;0;0.21;"15h7X0UX-lBWy";"nao";3
"oIDAF1Eg-kR2H";24;100896;"Alugada";7.0;"clYZoYwl-D00S";"Melhora do lar";"D";15000;14.42;0;0.15;"OFg2yRJv-h6cg";"nao";2
"ThsEUpgu-vBjs";25;40000;"Hipotecada";9.0;"dI1eYNzJ-g4w8";"Pagamento de debitos";"C";7100;0.0;0;0.18;"0j2P49OU-Dya7";"nao";2
"Jd3jmM3P-Ts9j";37;44000;"Alugada";14.0;"cUpMKCNt-9Unv";"Educativo";"A";1000;5.42;0;0.02;"89pA6L1L-xeBL";"nao";13
"RTiJZBa1-upqD";26;78000;"Alugada";6.0;"JtTBPzz1-GeX1";"Empreendimento";"D";7800;16.77;0;0.1;"P7Lkbg4U-MNU7";"nao";3
"u9wFJrIs-kkHy";39;403750;"Hipotecada";10.0;"rHkTRXyT-XOkv";"Medico";"B";35000;0.0;1;0.07;"HO0AFw46-ODHl";"nao";11
"N3qvOI8l-Gtkx";27;225000;"Hipotecada";1.0;"5bU68R9F-awFl";"Pagamento de debitos";"B";14000;0.0;0;0.06;"09lZUpYp-tU4i";"nao";6
"CIObrSd0-epGt";27;32000;"Hipotecada";11.0;"jrYkSwcW-NYbe";"Pagamento de debitos";"D";1000;16.29;1;0.03;"7Lwbi3gM-xq2F";"sim";10
"9gtFcmkT-R5GN";22;39875;"Hipotecada";5.0;"ps9ci4jg-up0E";"Empreendimento";"B";10000;0.0;0;0.25;"pp4bl4YD-hycR";"nao";3
"xADw1Z2c-XAeK";37;60000;"Alugada";4.0;"LEkx3TJG-Owxc";"Medico";"B";14400;10.62;0;0.24;"pNEkCocX-x3w7";"nao";15
"aftodBCi-ugHQ";66;43000;"Alugada";17.0;"hewgOCTN-ZBLm";"Pagamento de debitos";"D";22250;14.59;1;0.52;"851FieKi-QwEz";"sim";23
"A2TKHeSU-8ADX";41;125000;"Hipotecada";7.0;"oLAONiPt-MtZk";"Pagamento de debitos";"C";20000;13.11;0;0.16;"LzzKw89B-TGWb";"sim";13
"R8H1eD3t-jkp8";24;70000;"Alugada";5.0;"JgB0L0Zk-B53n";"Melhora do lar";"B";21500;9.99;1;0.31;"2etKhxno-1owv";"nao";3
"O9MsX9p4-dwjw";30;120000;"Hipotecada";8.0;"k9RuRT49-u5QZ";"Melhora do lar";"B";3000;11.49;0;0.03;"evJNedNB-z7dJ";"nao";8
"0Zq8d3Fc-F3T4";35;60000;"Hipotecada";12.0;"ntsiYQal-2uvb";"Pagamento de debitos";"C";25000;12.73;0;0.42;"fvDFDojg-2ja7";"nao";8
"Mn8i9KDb-rABr";24;55000;"Alugada";1.0;"NKw4NMHt-9G4C";"Medico";"A";7000;7.88;0;0.13;"AYDWW82Q-vQsP";"nao";4
"0kRnqsOW-i4Sd";31;86004;"Propria";8.0;"ZWrozkdF-JEIf";"Empreendimento";"B";2000;10.74;0;0.02;"0xgEMAO1-oJhF";"nao";6
"HcG2YuPn-N1ZH";36;70000;"Hipotecada";6.0;"2m6YETw6-mmQU";"Pagamento de debitos";"A";6000;5.42;0;0.09;"ihkDGlGM-PXi7";"nao";16
"wsTMqNRM-3FcZ";24;38000;"Alugada";6.0;"s534lcSg-fdMG";"Empreendimento";"A";5600;0.0;0;0.15;"XdWLEXeh-ik2h";"nao";3
"rOWAqUiz-C156";27;36789;"Hipotecada";1.0;"LOQlN74O-yUw6";"Pagamento de debitos";"C";5500;13.57;0;0.15;"jvSBbQq6-ryge";"sim";8
"3eqEgDoD-TucJ";35;14400;"Propria";2.0;"5fXASC1P-P6EJ";"Pagamento de debitos";"B";5550;10.37;1;0.39;"I1ec5567-JUTG";"nao";8
"Dwoy2eW7-xbmu";28;56148;"Hipotecada";12.0;"ao6e3rEY-Pfs1";"Pagamento de debitos";"C";2400;13.99;0;0.04;"y83ho04y-GlW4";"nao";6
"1G52SejN-g280";49;95000;"Hipotecada";12.0;"GjpDpQbm-8eZu";"Pagamento de debitos";"A";7500;6.03;0;0.08;"kmsp4iqz-QHCu";"nao";13
"NHe34LrW-3wvF";28;48000;"Propria";1.0;"WjfBlknN-Kwri";"Melhora do lar";"D";12000;14.54;0;0.25;"56Ercc2D-E2OX";"nao";10
"IdH2E9Hp-IqBZ";28;54000;"Alugada";2.0;"iz1mOcTL-GWx0";"Melhora do lar";"D";12000;15.31;1;0.22;"7Ox5qblX-13O1";"nao";6
"P3yBHNCr-KqLo";28;56664;"Hipotecada";12.0;"ttgTHnLn-jgy5";"Pessoal";"D";16300;14.91;1;0.29;"iugSoILa-wESd";"sim";10
"TBKgv7cy-sHY5";22;52000;"Alugada";1.0;"yLSP4cYP-DkHO";"Medico";"A";5000;6.99;0;0.1;"8c4XMYeZ-qNUs";"nao";2
"hw8aEaub-w7qv";22;48000;"Hipotecada";0.0;"OiTnRhYP-NMYI";"Pagamento de debitos";"A";4800;9.07;0;0.1;"EokibXnC-q6z6";"nao";3
"22LMbN7Q-mwHw";30;100000;"Hipotecada";11.0;"fhyXqiOd-rN5Y";"Educativo";"A";12800;6.92;0;0.13;"83rRJnRd-K187";"nao";8
"92QDyuNR-u3Ug";22;40000;"Alugada";2.0;"7FHIqERr-QBz4";"Pagamento de debitos";"A";4000;0.0;0;0.1;"hcaWZU2h-hpTN";"nao";3
"r2zRTMkC-8Tq7";30;50000;"Hipotecada";14.0;"72fr2wCD-HUEr";"Pagamento de debitos";"A";1875;8.0;0;0.04;"oEbc4JGm-aElH";"nao";9
"Yw2copDt-6FTC";26;75000;"Propria";10.0;"MpujXi26-LWT5";"Educativo";"C";7200;0.0;0;0.1;"wKhi4eZS-BWYG";"nao";3
"zgGC8pcK-0qy8";26;100000;"Hipotecada";11.0;"XAv4x0tq-Mq90";"Pessoal";"C";15000;13.99;0;0.15;"0ul35kCH-pY3u";"nao";4
"6QPxLeiu-iseW";27;104371;"Alugada";4.0;"7443oXzF-zg1S";"Melhora do lar";"D";15000;16.77;0;0.14;"QELopleu-dSIZ";"nao";5
"QaUqpGfX-Zpyk";22;76000;"Outros Casos";0.0;"t3IJGvDR-CuAn";"Educativo";"C";8700;0.0;0;0.13;"epeGpCZH-YscG";"nao";5
